id,location,day_shift,week_day,local_bright,local_noise,battery_level,battery_charging,power_saving,playback,headset,bluetooth,network,screen,orientation,app,schedule,activity,volume,bright,ring_mode
ca4475db394d4e5a,D0,0,6,0,9,0,1,0,1,1,0,2,1,1,1,0,,15,37,1
ca4475db394d4e5a,D0,0,6,0,26,0,1,0,1,1,0,2,1,1,1,0,,15,37,1
ca4475db394d4e5a,D0,0,6,0,13,0,1,0,1,1,0,2,1,1,1,0,,15,37,1
ca4475db394d4e5a,D0,0,6,0,9,0,1,0,1,1,0,2,1,1,1,0,,15,37,1
ca4475db394d4e5a,D0,0,6,0,31,0,1,0,1,1,0,2,1,1,1,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,12,0,1,0,1,1,0,2,1,1,1,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,11,0,1,0,1,1,0,2,1,1,1,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,15,0,1,0,1,1,0,2,1,1,2,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,36,0,1,0,1,1,0,2,1,1,3,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,12,0,1,0,1,1,0,2,1,1,3,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,14,0,1,0,1,1,0,2,1,1,3,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,39,0,1,0,1,1,0,2,1,1,3,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,2,0,1,0,1,1,0,2,1,1,3,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,38,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,14,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,11,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,11,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,1,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,31,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,29,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,5,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,3,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,1,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D0,0,6,0,13,0,1,0,1,1,0,2,1,1,4,0,,15,10,1
ca4475db394d4e5a,D1,0,6,0,3,0,1,0,1,1,0,2,1,1,1,0,,15,10,1
ca4475db394d4e5a,D1,0,6,0,17,0,1,0,1,1,0,2,1,1,1,0,,15,10,1
ca4475db394d4e5a,D1,0,6,0,9,0,1,0,1,1,0,2,1,1,1,0,3,15,10,1
ca4475db394d4e5a,D1,0,6,0,4,0,1,0,1,1,0,2,1,1,1,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,9,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,5,0,1,0,1,1,0,2,1,1,2,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,25,0,1,0,1,1,0,2,1,1,5,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,21,0,1,0,1,1,0,2,1,1,2,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,1,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,6,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,8,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,8,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,4,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,16,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,24,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,29,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,27,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,23,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,18,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,10,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,17,0,1,0,1,1,0,2,1,1,2,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,1,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,10,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,22,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,12,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,5,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,30,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,31,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,44,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,5,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,55,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,39,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,55,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,13,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,23,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,83,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,34,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,7,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,37,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,4,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
ca4475db394d4e5a,D0,0,6,0,23,0,1,0,1,1,0,2,1,1,4,0,3,15,10,1
