id,location,day_shift,week_day,local_bright,local_noise,battery_level,battery_charging,power_saving,playback,headset,bluetooth,network,screen,orientation,app,schedule,activity,volume,bright,ring_mode
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,0,0,2,1,1,5,0,3,7,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,0,0,2,1,1,5,0,3,7,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,0,0,2,1,1,5,0,3,7,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,0,0,2,1,1,4,0,3,7,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,0,0,2,1,1,5,0,3,7,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,1,0,2,1,1,1,0,,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,1,0,2,1,1,1,0,3,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,1,0,2,1,1,1,0,3,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,2,0,0,1,0,2,1,1,6,0,3,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,1,0,,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,1,0,3,13,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,1,1,0,2,1,1,7,0,3,15,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,1,1,0,2,1,1,7,0,3,15,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,15,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,8,0,3,6,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,1,1,0,2,1,1,8,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,6,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,9,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,9,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,3,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,3,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,3,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,4,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,4,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,4,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,4,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,7,0,3,5,22,0
263fc77c0785e525,D4,0,6,0,0,8,0,0,0,1,0,2,1,1,3,0,3,5,22,0
