location,day_shift,week_day,local_bright,local_noise,battery_level,battery_charging,power_saving,playback,headset,bluetooth,network,screen,orientation,app,volume,bright,ring_mode
P5,9,1,2,6,5,0,0,1,1,1,1,1,1,1,15,38,0
P5,9,1,1,0,5,0,0,1,1,1,1,1,1,1,15,38,0
P5,9,1,1,0,5,0,0,1,1,1,1,1,1,1,15,38,0
P5,9,1,9,1,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,1,2,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,2,7,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,0,1,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,2,9,5,0,0,1,1,1,1,1,1,30,15,38,0
P5,9,1,0,71,5,0,0,1,1,1,1,0,1,30,15,38,0
P5,9,1,0,58,5,0,0,1,1,1,1,0,1,30,15,38,0
P5,9,1,0,1,5,0,0,1,1,1,1,0,1,30,15,38,0
P5,9,1,0,1,5,0,0,1,1,1,1,0,1,30,15,38,0
P5,9,1,0,2,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,1,2,5,0,0,1,1,1,1,1,1,8,15,38,0
P5,9,1,1,9,5,0,0,1,1,1,1,1,1,8,15,38,0
D10,9,1,1,1,5,0,0,1,1,1,1,1,1,1,15,38,0
P5,9,1,1,78,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,148,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,26,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,3,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,6,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,5,5,0,0,1,1,1,1,0,1,2,15,38,0
D11,9,1,0,6,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,14,5,0,0,1,1,1,1,0,1,2,15,38,0
P5,9,1,0,16,5,0,0,1,1,1,1,0,1,2,15,38,0
D12,9,1,0,8,5,0,0,1,1,1,1,0,1,2,15,38,0
D11,9,1,0,4,5,0,0,1,1,1,1,0,1,2,15,38,0
